Player Name,Format,Image,Year,Innings,Runs,Balls,Outs,Avg,SR,HS,50,100,4s,6s,Dot %
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2012,13,471,355,12,39.2,132.7,78,4,0,57,7,30.7
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2013,1,29,22,1,29,131.8,29,0,0,2,1,31.8
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2014,7,385,288,4,96.2,133.7,77,5,0,33,11,26.7
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2015,2,44,28,2,22,157.1,43,0,0,1,3,7.1
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2016,13,641,457,6,106.8,140.3,90,7,0,70,9,29.1
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2017,10,299,196,8,37.4,152.6,82,2,0,32,8,24.5
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2018,9,211,173,7,30.1,122,61,1,0,10,8,33.5
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2019,10,466,315,6,77.7,147.9,94,5,0,29,23,24.4
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2020,9,295,208,8,36.9,141.8,85,1,0,18,10,20.7
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2021,8,299,225,4,74.8,132.9,80,4,0,25,10,30.2
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2022,20,781,565,14,55.8,138.2,122,8,1,66,26,29
Virat Kohli,T20,https://static.toiimg.com/photo/99849830/99849830.jpg,2024,10,180,151,10,18,119.2,76,1,0,13,7,39.7
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2008,12,165,157,11,15,105.1,38,0,0,18,4,45.2
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2009,17,325,270,14,23.2,120.4,50,1,0,34,8,38.5
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2010,17,420,284,14,30,147.9,58,1,0,36,16,27.5
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2011,22,789,619,17,46.4,127.5,84,6,0,78,26,37.8
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2012,15,364,326,13,28,111.7,73,2,0,33,10,39.6
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2013,16,634,457,14,45.3,138.7,99,6,0,64,22,35.9
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2014,14,359,294,13,27.6,122.1,73,2,0,23,16,36.4
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2015,16,505,386,11,45.9,130.8,82,3,0,35,23,36
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2016,16,973,640,12,81.1,152,113,7,4,84,38,26.4
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2017,10,308,252,10,30.8,122.2,64,4,0,23,11,35.7
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2018,14,530,381,11,48.2,139.1,92,4,0,52,18,31.8
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2019,14,464,328,14,33.1,141.5,100,2,1,46,13,28.4
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2020,15,466,384,11,42.4,121.4,90,3,0,23,11,26
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2021,15,405,339,14,28.9,119.5,72,3,0,43,9,37.2
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2022,16,341,294,15,22.7,116,73,2,0,32,8,39.1
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2023,14,639,457,12,53.2,139.8,101,6,2,65,16,28.4
Virat Kohli,Leagues,https://static.toiimg.com/photo/99849830/99849830.jpg,2024,15,741,479,12,61.8,154.7,113,5,1,62,38,30.9
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2002,26,"1,392","2,568",25,55.7,54.2,193,5,4,198,4,75.4
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2003,9,153,386,9,17,39.6,55,1,0,17,0,80.1
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2004,15,915,"1,631",10,91.5,56.1,248,2,3,113,2,70.8
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2005,10,444,"1,009",10,44.4,44,109,3,1,62,1,77.8
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2006,12,267,499,11,24.3,53.5,63,1,0,46,0,79.2
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2007,16,776,"1,483",14,55.4,52.3,122,6,2,93,2,72.6
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2008,25,"1,063","1,861",22,48.3,57.1,154,3,4,114,5,69
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2009,9,541,969,8,67.6,55.8,160,3,2,71,4,72
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2010,23,"1,562","2,793",20,78.1,55.9,214,5,7,181,10,69.5
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2011,17,756,"1,466",16,47.2,51.6,146,5,1,95,5,74.4
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2012,15,357,743,15,23.8,48,80,2,0,55,0,78.7
Sachin Tendulkar,Test,https://static.toiimg.com/photo/99705823/99705823.jpg,2013,9,276,488,8,34.5,56.6,81,2,0,34,2,70.3
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2002,19,741,846,14,52.9,87.6,113,3,2,78,6,49.5
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2003,21,"1,141","1,306",20,57,87.4,152,8,3,132,8,53.7
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2004,21,812,"1,014",20,40.6,80.1,141,5,1,102,5,59.6
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2005,16,412,533,15,27.5,77.3,123,2,1,51,5,60
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2006,16,628,815,14,44.9,77.1,141,3,2,81,7,61.5
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2007,32,"1,425","1,665",30,47.5,85.6,100,13,1,192,12,58.9
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2008,12,460,546,11,41.8,84.2,117,3,1,46,0,53.7
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2009,20,972,"1,034",18,54,94,175,3,3,108,13,51.9
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2010,2,204,152,1,204,134.2,200,0,1,26,3,35.5
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2011,11,513,579,11,46.6,88.6,120,2,2,54,8,53.2
Sachin Tendulkar,ODI,https://static.toiimg.com/photo/99705823/99705823.jpg,2012,10,315,387,10,31.5,81.4,114,1,1,35,2,55.6
Sachin Tendulkar,T20,https://static.toiimg.com/photo/99705823/99705823.jpg,2006,1,10,12,1,10,83.3,10,0,0,2,0,75
Sachin Tendulkar,Leagues,https://static.toiimg.com/photo/99705823/99705823.jpg,2008,7,188,177,6,31.3,106.2,65,1,0,26,2,48
Sachin Tendulkar,Leagues,https://static.toiimg.com/photo/99705823/99705823.jpg,2009,13,364,303,11,33.1,120.1,68,2,0,39,10,40.6
Sachin Tendulkar,Leagues,https://static.toiimg.com/photo/99705823/99705823.jpg,2010,19,766,572,17,45.1,133.9,89,6,0,106,4,34.8
Sachin Tendulkar,Leagues,https://static.toiimg.com/photo/99705823/99705823.jpg,2011,16,553,488,13,42.5,113.3,100,2,1,67,5,39.8
Sachin Tendulkar,Leagues,https://static.toiimg.com/photo/99705823/99705823.jpg,2012,17,371,349,15,24.7,106.3,74,2,0,45,5,45.6
Sachin Tendulkar,Leagues,https://static.toiimg.com/photo/99705823/99705823.jpg,2013,19,357,302,18,19.8,118.2,54,1,0,47,7,45.4
Chris Gayle,Test,"https://img.etimg.com/thumb/width-640,height-480,imgsize-238277,resizemode-75,msid-50493690/news/sports/ian-chappell-calls-for-wordwide-ban-on-chris-gayle.jpg",2002,23,916,"1,864",22,41.6,49.1,204,7,1,159,3,80.3
Chris Gayle,Test,"https://img.etimg.com/thumb/width-640,height-480,imgsize-238277,resizemode-75,msid-50493690/news/sports/ian-chappell-calls-for-wordwide-ban-on-chris-gayle.jpg",2003,13,312,657,13,24,47.5,71,2,0,51,1,80.1
Chris Gayle,Test,"https://img.etimg.com/thumb/width-640,height-480,imgsize-238277,resizemode-75,msid-50493690/news/sports/ian-chappell-calls-for-wordwide-ban-on-chris-gayle.jpg",2004,22,"1,135","1,592",21,54,71.3,141,7,4,185,6,70.3
Chris Gayle,Test,"https://img.etimg.com/thumb/width-640,height-480,imgsize-238277,resizemode-75,msid-50493690/news/sports/ian-chappell-calls-for-wordwide-ban-on-chris-gayle.jpg",2005,13,534,849,13,41.1,62.9,317,2,1,66,8,70.2
Chris Gayle,Test,"https://img.etimg.com/thumb/width-640,height-480,imgsize-238277,resizemode-75,msid-50493690/news/sports/ian-chappell-calls-for-wordwide-ban-on-chris-gayle.jpg",2006,18,690,"1,203",18,38.3,57.4,93,6,0,98,13,76.4
